1;0;509;12.300000;251;0.000000;0.0
1;9;509;12.300000;251;0.000000;0.0
1;10;509;12.300000;251;0.000000;0.0
1;21;509;12.300000;251;0.000000;0.0
1;1;514;12.300000;252;0.506533;0.0
1;22;514;12.300000;252;0.506533;0.0
1;2;505;12.300000;251;-0.810068;0.0
1;23;505;12.300000;251;-0.810068;0.0
1;3;514;12.300000;260;2.308349;0.0
1;24;514;12.300000;260;2.308349;0.0
1;4;502;12.300000;257;-1.570616;0.0
1;25;502;12.300000;257;-1.570616;0.0
1;5;508;12.300000;265;3.562379;0.0
1;26;508;12.300000;265;3.562379;0.0
2;0;518;11.600000;296;0.000000;0.0
2;9;518;11.600000;296;0.000000;0.0
2;10;518;11.600000;296;0.000000;0.0
2;21;518;11.600000;296;0.000000;0.0
2;1;506;11.600000;299;-0.549080;0.0
2;22;506;11.600000;299;-0.549080;0.0
2;2;516;11.600000;299;0.900962;0.0
2;23;516;11.600000;299;0.900962;0.0
2;3;515;11.600000;306;1.934831;0.0
2;24;515;11.600000;306;1.934831;0.0
2;4;504;11.600000;309;3.898091;0.0
2;25;504;11.600000;309;3.898091;0.0
3;0;532;11.200000;325;0.000000;0.0
3;9;532;11.200000;325;0.000000;0.0
3;10;532;11.200000;325;0.000000;0.0
3;21;532;11.200000;325;0.000000;0.0
3;1;530;11.200000;304;0.109873;0.0
3;22;530;11.200000;304;0.109873;0.0
3;2;524;11.200000;310;-1.206761;0.0
3;23;524;11.200000;310;-1.206761;0.0
3;3;537;11.200000;304;0.746610;0.0
3;24;537;11.200000;304;0.746610;0.0
3;4;536;11.200000;310;1.197859;0.0
3;25;536;11.200000;310;1.197859;0.0
3;5;536;11.200000;315;2.070099;0.0
3;26;536;11.200000;315;2.070099;0.0
3;6;519;11.200000;315;4.455182;0.0
3;27;519;11.200000;315;4.455182;0.0
3;7;522;11.200000;321;3.874049;0.0
3;28;522;11.200000;321;3.874049;0.0
3;8;527;11.200000;322;3.462645;0.0
3;29;527;11.200000;322;3.462645;0.0
4;0;241;14.400000;97;0.000000;0.0
4;9;241;14.400000;97;0.000000;0.0
4;10;241;14.400000;97;0.000000;0.0
4;21;241;14.400000;97;0.000000;0.0
4;1;232;14.400000;101;-0.349453;0.0
4;22;232;14.400000;101;-0.349453;0.0
4;2;241;14.400000;106;1.405802;0.0
4;23;241;14.400000;106;1.405802;0.0
4;3;229;14.400000;109;4.359462;0.0
4;24;229;14.400000;109;4.359462;0.0
4;4;242;14.400000;112;2.183860;0.0
4;25;242;14.400000;112;2.183860;0.0
4;5;236;14.400000;116;2.849420;0.0
4;26;236;14.400000;116;2.849420;0.0
4;6;231;14.400000;117;3.411813;0.0
4;27;231;14.400000;117;3.411813;0.0
5;0;210;11.500000;106;0.000000;0.0
5;9;210;11.500000;106;0.000000;0.0
5;10;210;11.500000;106;0.000000;0.0
5;21;210;11.500000;106;0.000000;0.0
5;1;218;11.500000;106;0.361871;0.0
5;22;218;11.500000;106;0.361871;0.0
5;2;212;11.500000;105;-0.341666;0.0
5;23;212;11.500000;105;-0.341666;0.0
5;3;206;11.500000;111;-1.161863;0.0
5;24;206;11.500000;111;-1.161863;0.0
5;4;220;11.500000;112;1.217870;0.0
5;25;220;11.500000;112;1.217870;0.0
5;5;210;11.500000;120;3.874049;0.0
5;26;210;11.500000;120;3.874049;0.0
5;6;217;11.500000;122;2.839962;0.0
5;27;217;11.500000;122;2.839962;0.0
6;0;725;10.600000;373;0.000000;0.0
6;9;725;10.600000;373;0.000000;0.0
6;10;725;10.600000;373;0.000000;0.0
6;21;725;10.600000;373;0.000000;0.0
6;1;730;10.600000;371;0.558077;0.0
6;22;730;10.600000;371;0.558077;0.0
6;2;724;10.600000;370;-0.311703;0.0
6;23;724;10.600000;370;-0.311703;0.0
6;3;720;10.600000;379;4.515136;0.0
6;24;720;10.600000;379;4.515136;0.0
6;4;734;10.600000;377;1.352262;0.0
6;25;734;10.600000;377;1.352262;0.0
6;5;729;10.600000;382;2.497647;0.0
6;26;729;10.600000;382;2.497647;0.0
7;0;751;12.800000;366;0.000000;0.0
7;9;751;12.800000;366;0.000000;0.0
7;10;751;12.800000;366;0.000000;0.0
7;21;751;12.800000;366;0.000000;0.0
7;1;750;12.800000;367;-0.588499;0.0
7;22;750;12.800000;367;-0.588499;0.0
7;2;757;12.800000;369;0.888272;0.0
7;23;757;12.800000;369;0.888272;0.0
7;3;745;12.800000;373;4.493855;0.0
7;24;745;12.800000;373;4.493855;0.0
7;4;756;12.800000;377;2.526458;0.0
7;25;756;12.800000;377;2.526458;0.0
7;5;749;12.800000;378;3.739525;0.0
7;26;749;12.800000;378;3.739525;0.0
8;0;743;11.200000;403;0.000000;0.0
8;9;743;11.200000;403;0.000000;0.0
8;10;743;11.200000;403;0.000000;0.0
8;21;743;11.200000;403;0.000000;0.0
8;1;742;11.200000;388;0.597933;0.0
8;22;742;11.200000;388;0.597933;0.0
8;2;735;11.200000;390;-0.643946;0.0
8;23;735;11.200000;390;-0.643946;0.0
8;3;746;11.200000;393;1.387834;0.0
8;24;746;11.200000;393;1.387834;0.0
8;4;739;11.200000;399;2.819143;0.0
8;25;739;11.200000;399;2.819143;0.0
8;5;729;11.200000;391;-1.211966;0.0
8;26;729;11.200000;391;-1.211966;0.0
8;6;728;11.200000;401;4.097582;0.0
8;27;728;11.200000;401;4.097582;0.0
9;0;320;13.900000;265;0.000000;0.0
9;9;320;13.900000;265;0.000000;0.0
9;10;320;13.900000;265;0.000000;0.0
9;21;320;13.900000;265;0.000000;0.0
9;1;324;13.900000;255;-0.915284;0.0
9;22;324;13.900000;255;-0.915284;0.0
9;2;331;13.900000;253;0.105950;0.0
9;23;331;13.900000;253;0.105950;0.0
9;3;325;13.900000;261;-1.570616;0.0
9;24;325;13.900000;261;-1.570616;0.0
